username,TH
4f12a32bbef137a864b199061b62d35b4002e6bd,9.5
4f7428b95565a938b2562be952beae6d6983f32e,10
4ff3fa101f0b4c9777b996d2e1b338a529eedb6b,6
501f6ef9ac0e3eaee34c2357da968672bafbff95,9.5
502430aa4e945c0273cf3a6f35b982cef7067ad1,9
502b640d7a4830b10924009c39b4dd34a4c600cb,8.5
503affec12fb99997f583ed73b60262572694795,5
5055b8d5ef881bdbac3ff865d6f97249b0aa4bbc,10
505fea7b24ccbd0e28b51099a1e89ee317605916,10
5066b74051c3f9ac880db30439338aaa8fb1c7fc,7
50708257bf26f0b517a6fa6acaa444d13f6006fc,6
50779b692cc73e3ba24df84db11b8e2bbb062591,7.5
5087b52a3ea36e6b24f13b867546d94cac05b299,7.5
50efa6979b217c6f12b5fa0990d669c499e6d2b6,8
50fd8f5bcd24b3b8ba8c450de77819037cfd6583,5.5
51501acd2a7cda8d6f25524e34d6e3dd3c6088ee,9.5
5160b3f7714c45d60c100dd658c543831e390713,6
52011a00e43fa9e527dd0b121ddd133547981b24,5
5217ebf6230ffeecc7da9c9043cd1e484c78509b,10
52292d33bf302f4cc04f07ef928db72b2736c06d,5
52d6dd781d58e55171ace76bdfffe7181f5a916e,5
52f3954a2463ca97c884b6ad6d89f8fcc91696b0,8.5
530d2bc8c65a9815a0b2c7dcfc98866f760b433c,8.5
533bff0c4073c53de80f7b88a1ecda9ac3878893,2.5
536602cb1404169f62436284f9cdba1a7b21c7ae,8
5389d34e45392c6d5e8596d686b06d853e1ed696,8.5
53b56263b633c2be1e87243fd37356c924eb9a4e,10
54d144dbc7891709d9bac5db5ee19a761a768c1f,4.5
5504396737eadc63295f751ebf765c22b35b23db,6.5
55095065546685ff2d583779d38978a2c0132ccc,7.5
55664bd6d6073e97a98788e3f319eb36662f29f8,8.5
5612b36a1b2a4d596254bc506f503c7c94f82950,5.5
56925a416739348e2099293f2c91fd7c6c186d99,10
56a326e7e14e72020e3e0ca3f329baebc245b3f1,9
56b3554a4a43514e497a667b0efee344df2ed21c,9
56df019984fc7a155fc18b5c4ecd2f52c497693e,3.5
573b114e6e803fdee6f8c4dec2edd8fd37bbecc0,8.5
57421dc59c1514a7edc7708657e57a6439e88585,3
5776c4c0f98d7aadc199a8f60beab826403cf54b,5
57a3b9aacc40db600c87c8b2cf110418021388d1,8.5
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,10
57b547211651511366a63249605b9b9f4a9c3e9c,4
5822ad8b0277c775adf78b39385d63e7878b1069,7.5
582e4849c0e5208206789a186892a4f7ce9c11f9,4.5
5832a6cbeea8c9e6efb82a284e135cc58f201920,9
58616da3cef2b76fe70a90919a689b8f38ce0030,4.5
58a95bac37747ee4fd0e321770a89477f49492a3,10
58ab0634383006fc63de206822832e26d4c06c3f,4.5
58dfdda4538b55efcc287512b508d9fa2638028d,8
58f61331a385caeed17baaf54abea308426d50fe,8
597484c12788a0febfb255aabf5f08df62469313,3
598a40125a414f949647ee201ecbe39553bedb6a,10
598ab55ef7a383e76268b59d877afbc86fff2178,8
598ceb16f7935dd1dada8de4441690df8cdc9e29,8
59b2a9ae92876d8ce54309fe82bb92d7cffbc794, 
59ee572da4b7c6d711c46542482cc65bdee55648,5
59f38d3a08147f85dd15c761489d7e3753cb585d,9.5
5a3141c7f984f3d6c41f632f6fb689378267bd51,7.5
5a5c99822d76f4f6f1f90521f4c1f1d5e53590a1,5
5a70a8f9f1dac45c7332db8230f0a8a77208507b,5
5a7424ce2a160cc7bcb097b51942e1e1ce68ddb1,7
5a855637085d9d212518c84446e98888f0667f2e,9.5
5af239a466d0a8e17a8daf66709fded23576c37d,7.5
5b0ac0ebdcb3aaed7a9a3aa2f9c11919ccce9555,5
5b30abfc32d4c33257f7cd949641935527dd4a42,8
5b49681d3b05fba0fa5978673a6d871011186bce,9.5
5b49ef6e8a438750ee1aa79f7ef846fcb7ca2005,5
5b7541b552024e94b0be876cdb63b69cf3f829d1,5
5b8aca58cb2c7cbcbb8918f50669eb821d5a7fad,5
5baedd7fbc5ed01efdd5a078f7b3809491ac1722,7.5
5c8d3dd9026554402b67ab061544d47532898f6f,9.5
5ca41a01a0d23780fcc2f122f7303701eb991a4e,9
5cc1caec2eb0968d6d30a6f95dd41d04e80c3f2c,9
5d2a4450b9548913c0ae383640f67de8ca10edad,7.5
5d7aa061832e40bec792c52ef42de898a5045a1b,9.5
5dc71a85b12614f2b7b995f3b9482d48f8e289e4,7
5e030103a9bd01aba1285730aa1bce7cc90f7bf4,10
5e092e334855a0d8739d53c39798bb26f3376959,9
5e3ff61182b7e63c5f353b54a15e95069e670f10,3.5
5e4d0a4d83e5724fd92e13da6474090be3593639,7
5e5064a233c1402d302af4de9a442f32c934da4f,8
5e6c70b4de90c2415359c22c351d8b827d22886c,9.5
5e854d8ecfe5f767abb76d3ce56b6bcf495047eb,7
5ea5bb39e36dd3e81ece42b2d6e19d0ed5150740,7
5ebe95d992ea2c39c13123c6174d22b6945291bb,7
5ed610bb14c3c7ebe34cf855871da13009ddf3f0,9
5ed8bcf8dcd1652c4a4bd0fc8197aaa54fca572b,5.5
5eebebef2194643799de3dbdbb098cffa856d37d,6.5
5eecd9dc3fe216cd45a2194e5f1a1d472a3fec56,5
5f8dfe6855d546a89ee51fdc47f1e3a135f1edf8,9
5faefa46d05d32e90b97c1cc9260bacd6c2f45de,9
5fbcd4642d21aaa8ade10f9e23e70012e2b4afe0,4
603ee97d90e36481c0c5a1cca5279c3aacfe91c6,2.5
605308a2fcb585adb29bd7cc4dc153faa8ab9702,8.5
60559a031815bb92037cb31299fdb443227a4e06,10
60c257442a0ef9aa6eb039f58c40be980bfe58b7,7
60cfc94f336b294be80a5215fcd8f9a8099011a2,6.5
60da060bd0084795a07f5e69e6884f7870822cf6,6.5
61291814d7295814cfccb336e38a08ceb9c7aba9,2.5
6154c47df672f6768571f878e472ff2808274cda,8
616bff7fefe77a5e5618f600b39cc1002b71867c,10
6199c36a1e584c7a1d0d4d20a1d98f19f9d05785,9.5
61e1c151f6a90ea5a2f33930ed70e5a9f39b681f,9.5
62762af72b006f671d4b9efe867e66312408723f,6.5
6288d80ce9cf4d608eb41dc28dba194b1851dec5,9.5
629ae2687f58e75ac2bebadf8adb71b3fdbd7c11,8
62b127e475e6cafbc1906e6fa5cae8d7b4da3ceb,6.5
62b816d8d256303699a90dcb83b99804366a17bf,7
62bc28e18de640d9831303f80a4e44c352fb6170,9.5
62c35ca39326ade9737d75b21c46054e64ab67f9,6
62cba18268cc16143359b59ebc94adf65af340a4,8
62cf219990f892f13b18fb0ec1f08a2aebdae0ad,9
62fc0f9bb12436fd47d1b4750e4f17601ca459d5,4
63b684c9976d06a32dbcdc4685592cd713f9121e,9
63de421fb8d11a118ae783980d2e204b71e4f2d9,8
6405b9839b0179e5307afdb5117992033c2a9cbd,8
643e211337d8d4a3d2c12ab4ba804814dd977354,10
6451995ad71437eece77b5677b3d5eead3b2d45c,8
646c8737a68c560054cc624da19920821d13990f,6
6475c391e6ec554f2bbe5a6460e5962a4af5ac65,8
647dd6aaab297d6a9328c244eec940904d58293b,6
648b6d4b1c95ee18825cb3cdd69c033a10f3633e,8
64bb0d71f782349bd0bce3ba44cf9b454bd46cfd,5
64c207f458782b92f681bc496f8a6763ac3b99c2,6.5
64d07438f7fbb0b4c2fece774289f09dbdf9de5f,7.5
6501a3dcdb9e3c5904a5820607f6ee354bbe0131,4.5
653de78f41ee12882a2cbc4177fb3c4e5c3eac28,7
655f5a83c42ccc83c7c0ac2caa5cd8237e685751,8.5
661f15eb45462975429d17bf60fc64df4cae4431,8
665aee398dbb98e56d2f171ef0bee4f6fedeac43,4.5
66735c0721a73fb4dd487e32adafb82c6016e6ea,5.5
66740228a725504db879896a9c28c03676fef710,6.5
66caffe338b5140bd8ac35fd0000f867266bd08a,8.5
66f103845d668685765328530c0aa2d71a0ce0d4,8.5
67118839ce79eab31a505fa22d378ff420ce006d,7
6729764776215a0456ef5332c5168b4db29314b4,9
673ca800a97efc5b14397e331006ebe67258bf1d,9
67b7c9f4a952be9c0f4759e1991d86a3e1fbbe58,1.5
67d64015616b9e7f49e213890b7b93a2f8796f07,9
6881032aa20fa792984ffb15d6b043b4228c1070,8
68c8fbedb26cd1376389edb04626dbeb90a065a0,9.5
68f0e46e53ed6791407294aa4e797d7d17a2b677,5
692e213a160245cc3c07bc300b6ada19b15089e4,6.5
692e3639f044b1dedc30d8b3a870bbe922a675fb,5
6941ef044510999dfc8a269ea9255f7b93505147,10
694d92685feec07c62b8aa4ccb73b39390f88515,8.5
697092af2e2891b76d0890069566c03468f975c0,8.5
6976ed8694419b21b0f2302b6d9db629ce0412e5,7
6978f24f45757e6d0c3a352bf35d073d14b46c6a,10
69826691e86b5085226acbcace467f656b83880e,10
6988cfcd0c8de2ee3ceb97a74aec90558ff0e26a,8
69b200a293efc47d832e89333a4adff338261538,8
69c377ef0f1c724f59024bd4c2a7fa5d36e50432,3.5
69eda57c9ffdf6f26c5dda66863ef865d07195d2,7.5
6a24473bc7b7d3e0a711d9195d9f792a24352436,9
6a321021dc357c030017f099c3d1b430bb0d1b65,3
6a535ac087403316d625c2ed4d5108d7d2d21edb,9
6aea2ab4cff49df8f384b81558264c1390a8cf06,5.5
6b05f3073cf136c387ede39d4e605eefa19a4886,5.5
6b1996be827950638657d6f5a23f4ab8a5a13be5,8
6b8a39007e56cacf54e6520da942fdb70d8d588e,8
6bdbd12c28f576e6dc4242177fbf9829e65c4726,6
6bdf2586c97f0954e728ef8a9ac5248d4c8270c1,5
6c374b4a75105783a809e8b6ba468da3200d0c1a,6.5
6c468e0d90bf790fd74609738544edd3f0e5c74c,8
6cbee42bf7c6251711a38683e4e1d6b15533f5a5,5
6cd8d19ff2089fdfa9cdcd521a40b1e247c17cd1,9.5
6cecf8c09c3c7ca888a6e3fc2ede03a820c9c82b,5
6d7ea5662a0aadc0fee9f82c02aa5e54da77f277,7
6dc988c0cbd4f0ba3d2217d8b84911b6a8d81c47,9
6dda317baa40f25506c299715efce489b916e52d,9
6dff6f1ca71378339e605de17936cff49dca5486,8.5
6e849b2924dd2fc0a7efc8ef0a5f614ce2409b4f,5
6ec34c1674a54a0b43f8bc4570e2188a4937da15,9.5
6eca9c1b4a046e9ceb3db39e478ccaa393117c3f,4.5
6eef887d0fd74edee1667f50dce5b41efbe0a180,9.5
6f52fb961b947325347f9303798fa6066967e407,8
6f5b8f8813e31d5f85f814585ee37e835a6c766b,9
6f99a507851fb9a8ae9776ede538789cae61a22a,9.5
6f9c45656b2c3a8cd9c394c878d0ec7d738be090,5.5
6fa8cdf96032a061ee3b601ee76a28dce25f4735,5
6fc4ddeb8a68d05ed8084b0d59d038f3649c10d9,6.5
6fda7242d55963e0014a8741b5fdd1bd4c34019f,9.5
701f03bc7072ef7b0114a4769bc8955e5e5c9af2,8
70442b24f09aaf25882d54ff0ec72738c00a41df,10
70586c4437f01c7ae612aa151f53958ac10a412e,8.5
705c7f16ba723569db2002204ff748355ef80e75,1.5
70b721dc3c7f45470e2eee858547f0546801327b,9
70cd793e026c0616c0a8186a1f2c5fa6d8816b49,7.5
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,8.5
7121c17a0f6576cafa8c7c029158ad3a81873411,6
713487f0de26590bca3c759e2fef02b3a5bad9fd,5.5
713e625391a72ed8f0780919b1c3e45af56ff94b,7
7171736c863d464860b4e3f674d78a101f12de4d,7.5
7186e8a3fb8c0322eee7e354ed8f1669885f6774, 
71c2d42bc4f81d5dcabf57d19f862a3b781ebbbf,9.5
720ce5dcaede4e84cbbe7874961853e416f0d2a2,5
7277ea28c0232720e23ee3ba0dcbb84a273aa53c,9
72d8b05bb5beafe074185bec53d1c5338009a0cf,3.5
72ea15c6a9c0f4f176da99e9dfd445b347c2e219,9
72ebebdb431cf5dbd216ed0c16660f40a963b082,9
7316452530dd2fb2eb68d1fffeebef98bb730ae0,9.5
7323f16fa1027607f3f63cedb1cf2fea83dfcf76,9
73351e7d3ace1ea88b52e895d6fccc2f2bee88f3,7
7341e1b59de6c74569853631605d1dc2d2da2e0a,5.5
739d06c41287f6661d2c1879f42b56d45454e815,1.5
73a272eb71cab822302a981b1748230c3ec8b8ef,4.5
73af3f8e00b50a4444bbbb431c83075dfde4cbd6,8
73c938c3db512a2d6b136fa924a8ed2e608b7790,5.5
73ffb966a8305f3cc46f3447459b4224128cd53b,10
74381df8a16f12280ebd12d45f8fff4fbcbcc4c8,8
746be138d650a2627e814da73cf09cfbf3127bd4,1
7480543e3bc777391a4c3f06cb1c03920f6fa2a4,5
749e9b42869140690bb32bb198ccab1f899cc36c,9
74ca49651c685988e265884821dcfe0961a1ebdf,8
759ad13a7de3fc28a9ab95c56d2845442528e907,5.5
75aa1fd61921d68f59be09d2146a4b2b9442f41f,3.5
75b4f05700440a54255124cf44b8ca0d4252df85,9.5
75c2aec59b46e4c6745540c0af596b8cc6db5cb5,6
761459daa69061bdf66d850ebf8877f0c84e48ae,1.5
76578f23a12fae71dcf7aff5aa48a7ace122f5f2,9.5
766fb145487f13f1cbb3fae79c2345c8786c1542,8.5
769df9fad97e6d153e170a9ec41e33e8410f4b6b,5
76a99a326da360af0510be654283819bb4717d9a,10
76adaa79b0d19f7d32da3bf027c2b4fb995952ec,8.5
76cd92b2caf3ba3f11f97bcf4e037fae81122578,10
76f5d35cd62f4c2d48632c8b82a04bed0e161226,5
77051baba74aab402905de65e8e0bf18e2907ca8,9.5
771f7a4ff0b16239a5f4a828485e057bd3069308,7.5
77454c216b4f9b1e291fea17f31a824ef4d0a4a6,8.5
77f0f8d9b0f3d59cd0bb01ae985a5ada6fc14dc1,9.5
7808a1989290cbf25b57bd60e74c56662eeba656,7.5
78269c872dcec789b204623749f7d1bae813fe49,8.5
7855b4de6d964e1f7477a3a40d384de9f4602f49,7.5
785b27857468f61bde60ab25c5509e8ed38155d7,9.5
787ac9013d322ae24dda40f918c05f9fe47601ca,9.5
78ca432228d8679112c09d9b3d50491c5539681a,5
78d8860538c6853a9c13a0c232dadcfa0d516f08,9.5
78ede02e6c03a1eb32ff3f464f4f7ae3e6510766,6.5
791e60a07f6b6776d54f791791828b1895c9b670,3
7953012ece7e7f5c184ec3ce99de925dc01c46ef,9.5
797a55490bd05c98e9b604b19c3ab90125c9431b,5
7985b1dc9dd0dab814afa417245073d1d74f85ea,5
79a8ea0acc62c00cbe9e6899917fdd233232ee12,9.5
79c48e970f8b0e7a0e074bf7f0a3f201737dde3c,7.5
79f071f88a5c4c3bd278b93f9f622e90e15a10f0,5.5
7a0e5d245539a1b2906358ad255a4375f914d37c,8
7a7bd043dfb44f7b90dcb37b669e89afcd79d234,2
7adf3466bea259fdaa24fa131ca2c4d63e9a59e6,7
7adf5597380b3d9048a47387095d5342a24c07da,4.5
7b27fcdea3732f654b3a3cb4ee1517e8203645a2,10
7b3d30b5f05d1acd3bd4979bd8e18efaafdcbc62,8
7b6c995004d7267af856efa19b12c7455bccdbd8,8.5
7b7d0625e7d073af7c6fa7c1df5ca43ab1232aba,9
7bb8bff124f651711732b84262474e1acba69082,10
7cac45d03854038e6854f5b1843cd491021f94bd,6.5
7d111d42f139f151fc24ddcd89c3064467ebceb8,7
7d9accfb703fb86e2d5f39929309e7f273b46c79,4.5
7dc6bcdd4ba4cc84cdbf70b50cb26a72cec3db1e,8
7dee913006479ffaff17ebed5a0b172112a0e115,10
7df2a39d7e572a525fc26d9633039d83b900ed61,9
7e4e1a800af30eb9922c09f9d751b0873e0dc467,7.5
7e585ba8095284ba4d7f920b37ee3e76ab6caa4c,8.5
7e783577c8297bd74f8f12a2d4787f9cdfdfee02,6
7ee4cfff4c6cd84aa82b14208a75df86bcff9fba,10
7eeef145cb4a17be79b2251b164bcaf5d15a4995,8
7f2bf222342aac2992fe15f12039b9f7123524c6,9.5
7f5f84b208b2889ece946b277eaca95d838072bd,9.5
7f8b72d92d190113dbc807befe9e8033ecdda75f,10
7faa61077b62629df7a5b7c828f98b2337a2dfdb,7.5
80212c0b606f5dcba043483a07f677a5455c3901,8.5
802b44166f1c38ec00397c57abdf65b7596b9f0e,6
806b5e171e5cd80e62cc28bc7fb644f6b50399de,7.5
80a1456c85989c36b524eb16f1afdfa2c5480121,9
80c6f8b8c212e86aac90ea06ba6dff1bad8b5541,5.5
80cb3c3cef8030674baa141475951b20ae73089a,8.5
80dd54e80df2e8833ebb3927fd55a514dcfe637d,9.5
80fc80505e08153a938e34945ea74064467c5e12,5.5
8142efda300bc5bd5a3368d957f2904fb41a6062,8.5
816aa6a9aceb1014260977a52d4ad600065ed4d2,8
816dc441871b06aa3616402b7d2635c5b77f3d8f,9.5
81f9930593d1612075b0a4831e1219e9ebbe5aac,8
81fbb8b81316a0ddabd7838b1b9ecfaee762f70f,9
81fcf2e137c8587b8663ffec7ba1d8184be705b7,5.5
820104bdd2c9a722be349ae3a23eb42926eac969,3
825e4001677d8644d6df773aea2f924c45d47318,8
82ab2a968469bfa6a3dd02ca619f80a440ff3b98,6.5
82edc69e489959e8b7453b8e3c89c11f2e3e4830,4
82f9404672305675b631cad221087429c078b8ea,4
8319f9e5000e715c176f1de5d0e33da0b25481f3,6.5
835496e3328ccd7ac2ffed3867840e1dce5da83f,9.5
83c0d2f69c3628797f0d6f343c4cd6276dc9d15e,8
83d335d59714648643c6ca68c522a9a37bc9d8ae,4.5
83e22c7d80399e360122a5d33f26844b8c04a6af,6
83e4ca230ab9b35d221d09d335850af44966b772,3.5
840d07858c03f80f4695056e2cc7d0c474b83a25,6
844f5db2e7e31ae51eba025480679ed7e4708ac6,8.5
845acd04a77b3d1b623f255d9f9f8eae90892dab,5.5
8460eaaf887a6289fb156f7562fb739ba8e9629e,10
8481a7f00c3d30473b01a8a3cff2564948d24902,1.5
